X,Name,CreditCard_number,CreditCard_provider
977,Kimberly Mar-s!hall,4240848529799987 ,)Dis*c&over
978,bobby wo(lf ,4920028692968634368,diner)s c*lub _/ carte blanche
NA,Donna@ Br-own,4628466229890551808,VI%SA 13 digit
980,NA,NA,NA
981,Mari%e Wise,2.13141E+14,VISA 19 digi)t
982,Katie Lewis,2529439993770021,VISA 16 digit
983,J^ennifer Mcbrid*e,5.8011E+11,VISA 16 d-igi@t
984,David &Kram%er,3590657330679819,NA
NA,J-ohn Wilson ,3.7657E+14,Discove.r
986,Donald M@cgu*ire,4136597285629576,JCB! 16 dig&it
987,Bobb!y C-ervan.tes,4665521884774102016,Diners) Clu.b / Carte Blanche
988,NA,4797499094014696,Maes@tro
989,Michele Smit@h,1.80013E+14,VISA 16 digit
990,Melissa Delgado,4657478359913049,American Express
991,Nat#al#ie He!rnandez,NA,Discover
992,NA,3.0574E+13,JCB _15 digit
993,Michelle M-artin,3584771144155425,Mastercard
NA,S.ar.a Ward,3508345790142632,V(IS$A 13 di%git
995,Caroline R!ob@inson DDS,3.80275E+13,$Maestro
996,April Hall,1.80086E+14,Discover 
997,Daniel Ortega,3595545373324606 ,VISA _16! digit
998,Scott Mcgee,2266064607729143 ,J(C!B 16 digit 
999,Jeffrey Rolli!ns,4149474695881327,VISA- 1-6 digit
1000,Hale^y Leonard,3.69927E+13,Maestro
NA,Mrs. N)icole Newman,4618377815498256,V%ISA 16 digit 
1002,Katrina Moreno ,5.71666E+11,NA
1003,Michael Walters,4818881800142454 ,Ma*e*stro
1004,Bra&ndon Bail)ey,4089205802823154,Maestro
1005,Jonathan -Hanna IV,3525535308771471,A%merican Exp$ress
1006,Rhon@da Vance,3.02118E+13,Maestro
1007,Terri Chase,4704541843317340160,V#ISA 16 di_g@i^t
1008,David Osbor&n,2709334845086811,Discover
1009,Chr!istine Fig%ueroa,4.23598E+12,Diners Club / Carte^ -Blanch^e
1010,_Zacha@ry! Perez,NA,VI(SA 13 dig^it
1011,@Elizabeth Fisher,4593366386201156,American @Express
1012,George Anderson ,2244059454379965 ,JCB -15 digit
1013,T!anya Rey_n&olds,6011087944455238 ,V+ISA 16 digit
1014,Thoma)s Hanson,NA,JCB 16 digit
1015,Wayne Martinez,3.41919E+14,NA
1016,Sharon Gomez,4211555599187259 ,VISA 19 digit
1017,Amy Mosley,4873156279436576,Maes#tro
1018,An-gela Barr&ett,3592087367308140 ,Discove*r
1019,L(isa @Ja+ckson,6.76395E+11,Maestro
1020,Brenda Walsh ,5.02099E+11,JCB 15 d@igit
1021,NA,3.02062E+13,JCB -16 +d!igit
1022,And(rea Thomas,3.41838E+14,American Expr@ess
1023,Lawre&nce Allen,3535276091992424,American Express
1024,NA,6.39007E+11,Ame!rican Express
NA,Angela Young,NA,VIS)A 19 digit
1026,NA,5.03847E+11,$Diners Club / Carte Blanch%e
1027,Mir#anda Williams,3.02969E+13,JC$B( 1.5. digit
1028,NA,4.45281E+12,JCB 15 digit
1029,NA,2252758494288636,M+AESTRO 
1030,Edward+ Cardena_s,3571539220548945,VISA 13 digit
1031,Alicia Hernand-ez ,1.80047E+14,Di$ner-s C@lub / Carte Blanche
1032,Lance Bar(r,3591943807621156,VISA _13 digit
1033,Sherri Kni!ght,5312854390994293,VISA 13 digit
1034,K!eith Palm*e#r ,3.4793E+14,.VISA 19 digit
1035,M)itchell Kerr,3576122179516174,M@astercard
1036,NA,3569772838874148,Diners %Club / Carte* Blanc#he
1037,%Dawn Santos,4878273571559990,Di%ne_rs ^Club) / -C.arte! Blanche
NA,Robin Black,3531090782540176 ,JCB _16 digit
NA,Diane Mccormick,3.83309E+13,JCB 1.6 digit
1040,#NAME?,3582189015098313,VISA 19 d.igit
1041,Douglas Todd,4894697768695697408 ,Maestro
1042,NA,3512477905431800,D%iscover
NA,Doris Miller,4026721661726227,JCB 16 +digit
NA,Stephanie Williams,3513883417187559,VI!SA 19 dig+it 
1045,T^e!resa Will+iams,5488574840779437,)VISA 16 digit
1046,.GREGO&RY SMITH,3549877290872913,MAS*TERCAR)D
1047,^Michael Lee,4849532730042974,(VI(SA 16 d@igit
1048,Ro.bert Go$mez,3.00726E+13,Din@ers Club$ +/ Carte Blanche
1049,Jennif%er *Simmons,NA,J+CB 16 digit
NA,Mr. $Nathan Price,3505330088676007,American _Express
1051,+Karina Nobl(e,4024400185024182784,JCB 15@ digit
1052,NA,6.76382E+11,VISA 1%3 digit
1053,Debra Sims,3595240892262061,NA
1054,Timothy Phillips,3579130229867114,JCB 15 d^igit
1055,Sea+n Moore,NA,JCB 15 dig$it
1056,Dean^n^a Church,4018512325816326,VISA 13 digit
1057,S!amu+e#l Reed,NA,JCB 16 digit
1058,Michael Foster,2235274592040434,VIS.A 16 digit
1059,Jan!e Jones,NA,VISA 16 digi)t
1060,Corey Baird,4.65681E+12,JCB 15* digit
1061,Ronald Daniels,4871711771564502016,VI!SA 19 digit
1062,Michael_ Gonz+al%e&z,6536668739542599,JCB 16 digi-t
1063,Candace Rodri)guez ,3572599562058415,Diners Club / Ca%rte* Blanche
1064,Stepha+nie Schmidt MD,4317907240402976256,VISA 16 di#git
1065,Ste(phanie Her#nande+z ,3.7698E+14,VISA 16 digit
1066,Joshua Graham,6501300097409283,+VISA 16_ digit
1067,Joann William)s ,6517467498166853,Ma_estro
1068,Je(nnife)r G_onzalez,4.37647E+12,Americ)an- Express
1069,Dav!id Thornton ,NA,Maestro
1070,Ta#mmy_ Huff ,3547736881315231,JCB 16 digit
1071,&Todd T.hompson,4.54849E+12,VISA $19 digit
1072,Stephanie Richards&on,3.02175E+13,Diners Club / Carte B&lanche
1073,Kelsey Mu*rphy,4370639865373282816 ,Maestro 
1074,Patr.ick Max+well,4293464324810372608,)VISA 19 d%igit
NA,Brandon( Dixon ,4.51E+12,Dine_rs Club / Carte Blanche
1076,*Tanner. Par-ker,4907262554604266,VISA 16( digit
1077,Ka!thleen# Swanson,NA,JCB 1-5 dig$it
1078,Ta&m$my @Cox ,2717850053232649 ,J#CB 16 digit
1079,NA,6.76385E+11,JCB 16 digit
1080,AM&Y ANTHONY,3.84656E+13,VISA 16 D^IGIT
NA,Theresa Nicholson,1.80035E+14,VISA 16 digi)t
1082,Alexis Adams,3.74419E+14,.VISA 16 digit
1083,NA,4905087757506287,Diners Clu(b / Cart^e Blanche
1084,NA,4435196935112519 ,Amer)ican Expre-ss
1085,Veronica Jenn!ings,3524812881349434,Discover
1086,Ste&p!han^ie Pha+m,6520489143687385,J#CB 15 digit
1087,NA,3.40396E+14,JCB .16! digit
1088,N-athan@ie^l Richmond ,4913696759075693,!M_aestro
1089,Timothy ^Ramos,4293434241306876,@Ameri(can Express
1090,Mackenzie P-h)am ,1.80033E+14,VISA 13 d$i)git
1091,Melissa^ Noble,4657528304553678,V@ISA 1.9 digit
1092,Amy Reeves,4.6232E+12,JCB 16 digit
1093,NA,4404429153795727360,A)merica%n Exp(r_ess 
1094,NA,2299780148373056,M+astercard
1095,William Johnson ,1.80049E+14,VISA 16 digit
1096,Brittany Brown ,2.13185E+14,NA
1097,NA,2.1313E+14,JCB (16 digit
1098,M.r. Brand.on Ellison _DDS,3.42298E+14,JCB 16 dig)it
1099,%Pa!t^ricia Strong,2720975922862030,VISA 16 (digit
1100,NA,4593681290782236,VISA 13 digit
NA,D.a&wn %Orozco,6011698728835666,NA
1102,Jodi Robins_on,4119966637906456,JCB 15 digit
NA,M!ary Maci.as,2.13159E+14,VISA 19- +digit
NA,NA,2505083465438093,Mae(s*tro
1105,Beth +Butler,3.00944E+13,Mastercard
1106,Kell&i H)arper,3558375707704884,Ame-rican Express
1107,@William Brown,2.13179E+14,NA
1108,NA,4915543651766268,VISA 19 dig)it
1109,John +Co(oper,4444696815292686,VISA 13 dig+it 
1110,mrs. amber# johnson* &dvm,2.13146E+14,amer!ica-n. exp#ress
NA,Megan& (Hays,6574687376460819,NA
NA,Virginia Oliver,3576265462215325,Di^scov$er
1113,Kimberly B!r!ig%gs,60490816067,VISA 1_6 -digit
1114,Jennifer Larsen,6.39002E+11,America^n Expres+s
1115,Kevin Ayala,3.48006E+14,Diners Clu#b / Carte Blanche
1116,Aman^da Schul^tz ,3513406812087297,Americ%a&n Express
1117,Nico!le Graham,2.13142E+14,JCB 15 digit
1118,raymond hayes,4890105515896506,visa 1^3 @digit
1119,George Ell^iott,4153983605500396544,VISA 1(9 digit
1120,Bonni*e Buchanan,3588611795327947,NA
1121,Bonnie Wright,1.80061E+14,Diners *Club / Carte Bl#anche
NA,Clifford Pow*ell,4005724350018013696,Ma#estro
1123,Pe!ter! Ri(ver_a,3571211491718876,JCB 16 digit
1124,^Reg$in+a Smith,6553955532673152,VISA 13 digit
1125,Amanda Liu,3553219651876659,Mastercard 
1126,L#aura Bu^rke,3.80402E+13,JC)B^ 16 #digit
1127,Phillip F_ox,4892463823511666688,Diners Club# / Carte Blan#che
1128,NA,NA,JCB 16 digit
1129,leslie_ buckley,4108752444117849,vis@a 19 digit
1130,Nichole #Will@is,2.1316E+14,VISA 1&6 di-git 
1131,Morgan D$odson,4861487431445278,JCB 16 d$igit
1132,Margaret Osborne,4926868818283114,JCB 1-6 digit 
1133,Katri&na Washington,NA,NA
1134,Chad% Palmer,6011193641393407 ,Mastercard
1135,$S.aman.tha Gonzalez,4.10968E+12,JCB 1)6 digit
1136,Ca)t*h%erine T)homas,4321165869230459904,A_merican E^xpress
1137,Rob#in -West,1.80024E+14,Mastercard
1138,#Anne We.aver,4614909784373849,Di&ners Club / Carte Blanche 
1139,Ken&dra Gonzales,4.05447E+12,Diners $Club / Carte Blanche
1140,Madeline Fuente$s,4529626654914361,JCB 16 dig#it
1141,)Cather+ine .G!riffin,4021647594771581,VISA$ 1$6 digit
1142,Be+njamin M.artin,3594620514699405,Maestro 
1143,Robe^rt Bennett ,3.01937E+13,Discove$r 
1144,_Mark# C@ole $J^r.,3.01621E+13,VI&SA 16 digit
1145,#johnny edwards,4.58273E+12,visa 16 dig+it
1146,Jennifer Cobb ,3540445822443907,VIS*A 16 d@igit
NA,Eliza)b%et)h Jordan,3.02913E+13,JCB 16 +digit 
1148,Chery_l Carney,4924767871056118784,Discover
1149,regina mccart%hy,NA,discover
1150,#David Thomp_son ,5.64242E+11,VISA! 1^9 digi%t
1151,J#amie Farley,4310794613977839,(V)ISA 16% digit
1152,Mar.tha #Sanfo*rd,3542074008787057,(VI!SA 13 digit
1153,Cynthia $Ford,4402669910987643392,Maestro
1154,Amy Price,4382462838406009,Disc-over
1155,Lorr(aine Jacks-on,3.01162E+13,&Maestro
1156,Melissa Horn,3.43421E+14,D!iscover
1157,(Melanie Roman MD,NA,VI)SA 16 di(git
1158,Wen$dy Wagner,4001079412640232,_Disco_ver
1159,Danielle Jon_es,NA,Di)scov+er 
1160,Mi(che%lle Wil_l)ia-ms,4265514621432451,NA
1161,Bryan Alvar$a$do,3544049008364329,JC$B 15 d#i+git
1162,Stace&y Yang,1.80017E+14,Maestro
1163,Dr. C@indy Gonzales,3550359122859992,NA
1164,Adam Hud#son,NA,VISA 19 digit
1165,#D.aniel Weber,1.80056E+14,Mastercard 
1166,Thomas! Turner,3501489746201238,JCB 16% digit 
NA,Robin Sullivan,4427678787537048576,D*in&ers _Club / Carte B)lanche
1168,Vanessa Carter,4742041350222450,D^iscove)r
1169,J%enn#ifer Ha+nsen,4989958706078454784,Disc$over 
1170,Julie Lloyd,2235509622808213,Discover
1171,Steven Jimen$ez,6.76126E+11,JCB @15 digit
1172,Donna T(hompson,6.76325E+11,American Expres&s
1173,Josep^h Blair,4502460754231158,D_iners Club / Ca.rte Blanche 
NA,Sa.m.antha Nelson,2277333807762437,Discov.er 
1175,NA,2.13167E+14,Ma!ste.rca&rd
NA,Misty Mason,3573717932091598,American Exp*res(s 
1177,Jenn*ifer .Diaz ,6.76381E+11,NA
1178,_Heather Gray,4.60186E+12,Discover
1179,Bi^anca( Brooks,4134697501029148,JCB 16 digit
1180,$Ki-mberly^ King,6.75934E+11,J%CB 16 di$gi$t
1181,^St^ac$e.y &Davis,1.80017E+14,VIS$A% 16 di!g&it
1182,.miss sandra eaton,3.65274E+13,!dis-cover
1183,Donna Brown,2.13144E+14,Discover
1184,C^al$eb Chan,3549969970734156,VISA 13 digit
1185,Katie Burnett,6557047304607364,VIS)A 16 digit
NA,@Jeff#ery Mccormick,3.43596E+14,NA
1187,&Richard (Arellano,3.70757E+14,Mastercard
1188,Angela Schneider,4065541368224520,JCB 16# digit
1189,Chri@stoph+er Myers,3521359150664989,V$ISA 16 di%git
1190,Michele Garcia,3.73878E+14,NA
1191,Mark (M-endoza,3.7676E+14,Diners C$lub / Carte Blanch$e
1192,Alex$a@nde$r Black#burn,3.03185E+13,VISA 19 d#igi^t
1193,Julian Fa.rr#ell,4205874698725325,NA
1194,Je#ssica $Jennings,3550474299977038,Disco+ve-r
NA,Mrs. Rebe@cca Leon,2426078559452154,VISA 16 digit
1196,NA,4469744406136944,Ma_e!stro
1197,Aaron- Taylor,3507402198307027,VISA 19 di@g#it 
1198,Marci*a Johnson ,3546600423797192,!JCB 1%6 digit
1199,David Canno$n,2.13129E+14,JCB 16 digit
1200,d&eborah walker,4460506840662971904,NA
1201,Kevin King ,2.13194E+14,Diners Clu_b( / Carte Blanche
1202,Amber Gilbert,4.3665E+12,JCB 15 digit
1203,Mr. Scott Logan,6.76282E+11,Maes!tro 
1204,Kerry Graham,NA,JCB 16 digi$t
1205,M-ELA!NIE TAYLOR,3.00301E+13,NA
NA,Jason Davis,NA,JCB+ 15 digit
1207,Et(han^ Simon,NA,Maste)rcard 
NA,Diane Nelson,1.80004E+14,NA
1209,Briann-a( Wood ,3537141986408688 ,Discover
1210,KATHLEEN ROBERTS,4649437584254810,JCB 15 DI*GIT 
1211,Melissa Brown,NA,JCB 15 dig^i@t 
1212,Kerry %Henderson,3.72465E+14,Diner_s# C!lub / Carte Blanche
1213,Tanya Mc^kinn^ey,4566340978724105728,American _Express
1214,Monica Jarvis,3530148148236359,_Mas#tercard
1215,John Pr_uitt,3.03119E+13,VISA 19 digi)t
1216,Renee Alexander ,NA,Ma@ste.r*card
1217,$Julie +Baker,4.78569E+12,JCB 15 d.igit
1218,Stephe^n_ Mu&noz,3560752260169356,Diners% +Club / Carte Blanche 
1219,Michelle _F@reder)ick,3560706766344970,Diners )Club &/ C!a!rte& Blanche
1220,katherine walker,4952467931970675712,vis-a 19 digit
1221,B)eth Dean,2268978061568044,_VISA 13 digit
1222,Alyssa Russell,4.652E+12,VISA 16 digit
1223,Travis Butler,60470004536,J#CB 15 digit
1224,Tara Jo)hnson ,4.77221E+12,NA
1225,Tr&acy Taylor,4.88329E+12,JCB 16 dig)it
1226,John Hart,2717965841064094,VISA 19 digi+t
1227,Tammy Powell,4497630656049596,Maestro
1228,NA,4507159587358833,Masterc+a+rd
1229,Stephanie Hardin,6559971254281755,!Ame!rican Express
1230,NA,2221585597940286 ,visa 16 digit
NA,Courtney @Ne#lson,2709607627070982,V!ISA 16* di$git 
NA,Toni Grimes,3509260300588621,VISA 19 digit
1233,Krista@ Tu^rner,NA,American Exp*ress
1234,@Leslie Harr.ington,3581274757287752,JC.B 1!5 (di^g)it
1235,Elizabeth Sum_mers,6.76257E+11,Ma_ster#card
1236,Erica Preston,3508783487620074,VISA 16 digit
1237,Beverly Harris,4405679965831880,V@IS^A 1!3 d%igit
1238,Ba+rbara Burns ,NA,Americ_an Express
1239,-christophe+r white,3.04047E+13,visa $13 di!g^it
1240,V&ictor Nixon,4318048013338887680,VISA 13 digit
1241,S*cott^ Williamson,3575009234511582,Discover 
1242,Elizabeth Ga&llagh+er,4.872936592424e+18 ,JCB) 16 dig)it
1243,Te)r(ry Me(ndez,4994220019331010,JCB 1_6 d#i$git
1244,Sus$an Romer$o,3.02509E+13,JCB 16 digit
1245,STACEY &BE_NNET$T,2299397856185273,J^CB 16 DIGIT 
1246,Erik White,60489626659,JCB 1#6 dig*it 
1247,NA,3565046257546634,J&CB^ 16 (digit
1248,Alyssa) Gu.t_ie+r.rez,3575651223187096,VISA^ 16 digit
1249,&And%rea Harris,4.84801E+12,VISA 1@6 digi@t
1250,)Taylor Reynol^ds,6543073719802231,JCB 1@6 di_git 
1251,Th+omas Moran,3529550663627271,VISA 16 digit
1252,Kurt Oconnor,1.80025E+14,Mae%stro
1253,NA,2449241530115190,visa 13 digit
NA,&Eugene( ^White,2.13138E+14,Mae-stro
1255,K-elly @Padilla,3516795102576895,VI(SA 16 *digit
1256,k@a+r)en jone(s,2364125790856372,visa 1$6 digit 
1257,CASSANDRA WEL(LS,2699333369894396,NA
1258,Jennifer Rivas,3.70562E+14,Am!erican Exp^ress
1259,Phillip S^m(ith,3.75417E+14,Maes!tro
1260,Step*hanie (Re@eve%s,4740782122420755,VIS&A 16 d-igit
1261,STEPHANIE MCLEAN,4.96014E+12,AMERICAN EXPRESS
1262,)Kry)stal Moon%ey,4943501818007295,VISA !16 digit
1263,BETH RAMIREZ,3591685035500070,JCB% 15 DIGIT
1264,William F$ischer,3585228241600943,NA
1265,Ch!ristopher #Melto(n,5.01856E+11,*Maestro
1266,CURTIS SANCHEZ,5.80967E+11,JC_B 16 DIG^I$T
1267,olivia hayes,5.60076E+11,visa 16 digit
NA,Brian !D.i@llon,4562536296200210,Americ%an Express
1269,#NAME?,4.05434E+12,NA
1270,)Terry Hughes,4375610366228836352,Maestro
1271,France.s M(artin,3518624743746733 ,VI_S*A 19 digit
1272,#NAME?,4.00515E+12,Am*erican! E^xpre(ss
1273,NA,4069276264644088320,American -Expr(ess
NA,Megan Dunca!n ,3.01239E+13,M%aste.rcard
1275,*CHARLES WILEY,4409731954921424,VIS-A_ 16 DIGIT
1276,ZAC&HAR^Y CLARK,2.13195E+14,VIS%A 19 DI(GIT
1277,Amy Edwards,4059959069524105,Mastercard
1278,Madison Evans,3544584979603115,@Maste!rcard
1279,Sandr(a Go@nza+lez,2.13136E+14,JCB 16 digit
NA,Patrick -Mathe+ws,2262059374664279,JCB 16 digit
1281,NA,6.7617E+11,Master-card
1282,Natha-n Si-mmons,6011944990008073,VI_SA 19- di_git 
1283,Meg$a(n Brewer,2.13163E+14,A%mer_ican Express
1284,Nicole Mathis,2260318015301655,VISA 19 digit 
1285,C#rys)tal $Mor$an,2720239769225680,American #Express
1286,Susan Anderson,4898864913624348,VISA 19 digit
1287,T!ravis Simmo*n+s ,4398285233087898,Amer)ican *Ex&press
1288,Kristen !Leblanc ,5.8556E+11,JCB@ 16 digit
1289,Nancy Chapman,3502583913095867 ,Discover
1290,S*ierra Th^ompson,6011515753508895,(VISA 19 dig.i.t
1291,Felicia Cohen,3.74947E+14,V.IS-A 19 digit
1292,Shari Hopkins,3594840477318187,VISA$ 19 %digit
NA,J&enn$ifer Holt ,4163542559196239,+JC+B 1@6 digi-t
1294,Kelly D+yer,NA,American E+xpress
1295,Jo#nathan R+a(y,4.26592E+12,VISA 19 digit
NA,Willia$m _Tapia,4.81219E+12,V)ISA 16 +digit
1297,&Jessica Men^doza,3.45041E+14,JCB 16 digit
1298,Cole Gonzalez,4335921645935177,VISA 19 digit
1299,Dean^na Johnson,3544099589206027,#JCB 16 digit
NA,NA,4452320574667975,VIS&A !16 digit 
1301,Bre*nda Alexande.r,2707493804202199,VISA 16 digit
1302,Shawn Welc)h,4059761436416605,Maestro
1303,Terr-y Bauer,2713481996114605,JCB +16 digit
1304,M_eli#s$sa Henderson ,2247819808359022,#NAME?
1305,Christop#he_r Parker ,2.13124E+14,@American Ex&pre)s#s
1306,NA,2.13174E+14,Maestro
1307,Shann$on Smith,4543725227769914,JCB 15 digit
1308,Beth Hes+s,6517662505470641,Master!c_a&rd 
1309,Kristen Riley ,3.4133E+14,VISA *13 digit
1310,Ashley_ Dalton,4568007531531169,NA
1311,NA,4102275294371189,JCB 15 digit
1312,Susan Hendricks,NA,V-ISA@ 13 digit 
1313,Bryan Nguyen,3553143841564852,VISA 16 d)igit
1314,!Marcus Romero,4.6403E+12,VISA 13 digit
1315,Mary Holme.s,2242931693879900,JCB 16 digit
1316,Br^enda $Morales,4.58094E+12,VISA 19 digit
1317,Kelly Ca)rt)er,3531141953424946,Din%ers Club / C$ar#te+ Blanche
1318,Kristi) ^Singh,NA,VISA^ 16 !digit
1319,Jeffery Ward,3556012040647775,VISA 19 +digit 
1320,Lisa Bauer,2.13129E+14,Maestro
1321,Julie Faulkner,4942372534167933952,J+CB 16 digi.t
1322,glenn may,4754356748474786,jc!b 16. digit 
1323,*Jamie #Carlson,6.76276E+11,^VIS(A 13 digit
1324,Robin S#h#ield#s,4.68794E+12,@JCB 16 digit
1325,AMANDA REYNOLDS,6506831807131259,JCB 15 DI$GIT
1326,C^a@rrie Alvara%do,3.41779E+14,JCB 16 digi%t
1327,L_isa Tho^mp^son,2274320141054947,M-aestro
1328,^Nicole Elli^ott,4833191059459160064,Mastercard
1329,+Elizabe%th Hobbs,NA,American Expre_ss
1330,Kennet&h Bishop,4.53497E+12,VISA 16 digi%t
1331,Stephanie Jac)kson,2285356851718393,American Exp%ress
1332,D^eann#a #Leonard,6.39066E+11,VISA 19 )digit
1333,Cindy Moor*e,1.80046E+14,Mae)stro 
1334,Nicole ^Brewer,6576081529669682,JCB 16 d^ig)it
1335,Dana& Gomez,4475706387516529,#VISA 16 digit
NA,NA,4988004913835443200,VISA 16 d@igit
1337,#JAMES GARCIA,NA,NA
1338,Dr. Nicole Cl^ark ,4037132555929165,American Express
1339,Jason W!ell@s,5.68912E+11,-VISA+ 13 d&igit
NA,Reg*inald .Ri-c-hardson,5.67847E+11,VISA -19 digit
1341,Lauren &Cross,4159334459077568512,VISA 16 digit
1342,JACOB GRA)NT,4649995110706074 ,VISA 13 DIGIT
1343,Rober&t Roy,6011804407166106,VISA 16 digit
1344,Summer )Thomas,3.0214E+13,VISA )16 digit
NA,Sean Wil-lis ,4461507732359441,JCB $1#6 dig&it 
1346,P%eter Shaff&er,4677922455675636,VISA .19 digit
1347,Cath#erine Wallace,4514735076772047872,Maestr%o
1348,William Cart)er,6535540970992265,VISA 16 d-igi(t 
1349,Carrie Ho,4478693359952300544,Mastercard
1350,Rut*h# Cole,3.02211E+13,JCB 16 digit
NA,Carla Jensen,4.15149E+12,JCB 15 di^git
1352,Melissa Go$nzales,3.0192E+13,JCB 15 digit
1353,Rachel Phillips,5433022335012589,VISA 1&6 digit
1354,NA,4.97946E+12,@Maestro
1355,El^izab%eth Elli+ott,3.72219E+14,Diner+s Club@ / Carte Bl%anch_e
1356,Vinc)ent+ *Fre&nch,6560065388331136,Discover
NA,Sara Ree#s$e ,2.13106E+14,JCB 16 .digit
1358,Danielle Green,4631009477905665,VISA 19* digit
1359,Katheri$ne Stephens,4951188007456381,VISA 16 &digit
1360,Kristen $Carter,6583557843124349,Diners $Club / Carte Blanche
1361,NA,4483668832473138,Mast@ercard
1362,Christopher Ri_vera,4223053363628567552,NA
1363,Mig)uel Stan!ley,4407610191360929792,JCB 16. digit
1364,kristen$ ca*rter,4775778917490225,diners club / c)arte* b$lanche
1365,kristina brown,NA,jcb 1(6 digit
1366,Ashley Ale!xander,6547621205443096,VISA 16+ digi)t
1367,K+imberl*y ^Tuck^er ,NA,Diners C.lub /* Carte Blanche
1368,Bria(n Moor&e,3.75768E+14,JCB 16 digit
1369,Cindy %Martinez,3573725783662391,Diners^ Club$ / Carte Blanche
1370,Brenda Kline MD,4490979890250457600,VISA 13 digit
1371,Ca@rly Lee,6506398553804752,VISA 13 digit
1372,NA,4311935852294654,(VISA 1!6 digit
1373,Debra Al^len,4807383285773914,JCB 15 digit
1374,PAT&TY R#OWLAND,4580910889581674,NA
NA,Emma Pierce,3592768649274669 ,Maestro
1376,Angela Navarro,3.77205E+14,Master&card
1377,#Case(y Rodriguez,3505425440195975,Discov^er
1378,NA,1.80077E+14,VISA 16 digit
1379,Tam_my Montgomery ,1.8002E+14,V%I_SA 16 d+i@git
1380,Holly )Brown,5.76235E+11,VISA 16 digit
1381,NA,4931866242934983680,VISA 16 digit
1382,Nicole Zhang,6011275659150447,VISA 1_3 digit
NA,Katherine Matthews ,4.23003E+12,Mast$erc$ard
1384,Michelle Evans,3586720335955323,VI-SA &16 digit 
1385,Todd Pow)ell,3521949212191763,Maestro
1386,Mat!thew Sal+as,4528488156815344,JCB 16 digit
1387,Sara M_orales,4854808052854283,VISA 13 digi-t
1388,Patricia Castro,NA,Maes_tro
1389,NA,1.80056E+14,VISA 19 digit
1390,R!icky Hatfield,4237854875622498816,VISA 1*9 digit
1391,Raymo-nd Carter,6011162805929025,Diners_ C*lub / Carte B!l(a#nc$he
1392,Sarah Phillips,3545781676368161,JCB ^16 digit
1393,Terri Munoz,4732498750456264,JCB 16 digit
1394,Bonnie Smith,2.13187E+14,NA
1395,susan mil!ler dvm ,2.13108E+14,ameri-ca%n expre%ss
1396,De.n_ise Wr&ight,1.80074E+14,Mastercard
1397,danielle jones,6.76281E+11,am)erican e+xpress
1398,Michelle( Lee ,4543825949928757248,NA
1399,*Curtis Brow^n,3525532014887766,VISA 16 digit
1400,M_ark Tor+res,3590401583868138,VISA -13 digit
1401,Kaitlin. Lee,6011395958179978,J^CB 16 digit
1402,Rachel Rob(inson,6011199022607950,*VISA 1!6 digit
1403,NA,6.75913E+11,Ameri*can Express
1404,#Ki$m Cont&r^eras,3579225916922949,JCB 16 digit
NA,K*imber+ly) George,3571356708111108,JCB 16 digit 
NA,K+elli Brown,2.1311E+14,Mae(stro
1407,&William Flynn ,3.70951E+14,!VISA 16 d&igit
1408,Anne Ander&son ,3538801984348694,Dis+cover
1409,Kyle Mon@roe,5.84062E+11,VISA 1@9 digit
1410,ANDR(E. CU_RT#IS,3533235580930123,VISA# 16 DIGIT
1411,%Charles To$dd,4.9658E+12,Mast-ercard
1412,Stephanie Nicho*l.s,4519422370048532,VISA 16_ digit
1413,Dan!a !Sanders,4000259105315869,^VISA 16 di)git
NA,Amanda Thomas,2.13102E+14,Maes$tro
1415,Nathan Grant MD,3545419692700980,NA
1416,Suzanne Cochra!n,4594152348293682 ,Maestro
1417,CARRIE #R!AMOS,3.79813E+14,AMERICAN EXPRES^S
1418,Alexand#r!a Morris,6559679665952456 ,M$asterca*r.d
1419,Dr. Mela&nie^ H*e-ndrix,4689042072418728,VISA 16 dig*it
1420,Stephan-ie_ Warner,4378159112607288,JCB 15 &digit
1421,Olivia Davidson,3.76022E+14,JCB )15 digit
1422,thomas walker,6011518131317385,a.merica-n express
1423,Crystal Murray,NA,VISA 16 digit
1424,Ke+lly& G)regory,4029267422169734,Discover
1425,Olivia Hendrix,NA,Diner_s Club / @Carte Blanche
1426,Meli^ssa Jones,6011585938821406 ,NA
1427,NA,1.80012E+14,VI^SA 13( digit
1428,#NAME?,4939699559235822,VISA 16 d+igit
1429,Z_ac_ha$r^y_ Raymond,3533884372774429,M@astercard
1430,!Claud&ia Ma^rtinez,3.81917E+13,J$C#B 15% di*gi^t
1431,KEVIN KING,NA,-JCB 15 DIGIT
1432,NA,NA,NA
1433,NA,3513318619675648,Discover
1434,John Tucker,4131748921133722,Ame)rican Expr)e^ss
1435,Dr. Julie Cuevas,3.79882E+14,JCB 15 d(igit
1436,lauren williams,3.02277E+13,mastercard 
1437,LAUR!A BERG,3588561806727454,VISA 19 DIG^IT
1438,Sus_an %Bryant ,4208859166764580,!JCB 16 d.igit
1439,Natasha Peterson,3556235070325562 ,Diners Club / C#ar-te Blanche
1440,D@orot$h_y- Johnson,3.60664E+13,A@me+ri.can Ex$press
1441,.Kevin Brown,4473567703766426,JCB- 16 digit
1442,Terri Henry,6.7597E+11,+D%isc$over
1443,Chri&stian Miller,5264898524817290,VISA^ 13 d.igit
1444,NA,4.57413E+12,American Expre$ss
